product_id,product_name,category,brand,cost_price,selling_price,launch_date
P00220,Bosch Product 220,Home,Bosch,69.85,99.92,2021-11-16
P00221,Wilson Product 221,Sports,Wilson,19.29,32.87,2024-09-25
P00222,Puma Product 222,Fashion,Puma,83.4,136.83,2024-01-08
P00223,HarperCollins Product 223,Books,HarperCollins,51.14,101.96,2023-06-24
P00224,Apple Product 224,Electronics,Apple,473.8,814.07,2023-12-11
P00225,Adidas Product 225,Fashion,Adidas,466.66,668.95,2025-04-17
P00226,Philips Product 226,Home,Philips,418.19,829.77,2026-06-23
P00227,Adidas Product 227,Fashion,Adidas,277.88,418.73,2024-05-18
P00228,Penguin Product 228,Books,Penguin,432.69,614.85,2024-05-06
P00229,Under Armour Product 229,Sports,Under Armour,467.45,750.81,2025-09-21
P00230,Apple Product 230,Electronics,Apple,364.4,681.42,2025-05-24
P00231,HarperCollins Product 231,Books,HarperCollins,433.3,674.75,2023-08-02
P00232,Under Armour Product 232,Sports,Under Armour,169.56,306.95,2023-01-10
P00233,Under Armour Product 233,Sports,Under Armour,466.76,884.83,2023-09-01
P00234,Puma Product 234,Fashion,Puma,194.57,366.73,2023-02-22
P00235,Wilson Product 235,Sports,Wilson,162.5,256.49,2024-04-17
P00236,Under Armour Product 236,Sports,Under Armour,494.26,906.43,2026-01-07
P00237,Adidas Product 237,Fashion,Adidas,482.59,627.85,2023-07-29
P00238,HarperCollins Product 238,Books,HarperCollins,435.5,827.17,2021-09-02
P00239,Wilson Product 239,Sports,Wilson,265.35,415.42,2024-10-10
P00240,Adidas Product 240,Fashion,Adidas,436.11,861.74,2023-11-10
P00241,Apple Product 241,Electronics,Apple,391.86,553.31,2022-01-03
P00242,HarperCollins Product 242,Books,HarperCollins,326.67,614.6,2025-02-01
P00243,HarperCollins Product 243,Books,HarperCollins,477.3,812.1,2024-02-22
P00244,Reebok Product 244,Sports,Reebok,22.77,28.57,2023-04-06
P00245,Ikea Product 245,Home,Ikea,374.65,579.65,2025-06-25
P00246,Sony Product 246,Electronics,Sony,353.43,452.53,2021-09-29
P00247,Puma Product 247,Fashion,Puma,153.24,187.44,2026-07-05
P00248,Ikea Product 248,Home,Ikea,150.22,225.31,2026-03-07
P00249,Nike Product 249,Fashion,Nike,267.93,442.82,2022-03-03
P00250,Nike Product 250,Fashion,Nike,91.66,154.68,2024-04-01
P00251,Reebok Product 251,Sports,Reebok,343.15,548.4,2022-11-06
P00252,Penguin Product 252,Books,Penguin,119.93,205.12,2022-06-05
P00253,Under Armour Product 253,Sports,Under Armour,335.09,643.08,2023-01-18
P00254,Under Armour Product 254,Sports,Under Armour,340.42,451.53,2024-01-16
P00255,Under Armour Product 255,Sports,Under Armour,493.89,710.87,2024-04-07
P00256,Reebok Product 256,Sports,Reebok,128.8,241.66,2021-11-27
P00257,Adidas Product 257,Fashion,Adidas,427.4,549.35,2024-01-16
P00258,Reebok Product 258,Sports,Reebok,182.68,262.46,2025-08-07
P00259,Ikea Product 259,Home,Ikea,489.08,844.44,2022-07-06
P00260,Ikea Product 260,Home,Ikea,285.13,498.59,2022-01-08
P00261,Sony Product 261,Electronics,Sony,373.86,697.72,2023-10-23
P00262,Ikea Product 262,Home,Ikea,305.5,452.71,2025-10-25
P00263,Puma Product 263,Fashion,Puma,129.06,232.88,2022-06-12
P00264,Puma Product 264,Fashion,Puma,53.1,90.37,2023-02-11
P00265,Apple Product 265,Electronics,Apple,395.36,484.98,2026-02-20
P00266,Bosch Product 266,Home,Bosch,70.05,135.04,2023-02-08
P00267,Bosch Product 267,Home,Bosch,210.67,286.65,2024-01-27
P00268,HarperCollins Product 268,Books,HarperCollins,267.77,517.01,2025-05-18
P00269,Adidas Product 269,Fashion,Adidas,457.45,894.47,2025-05-08
P00270,Bosch Product 270,Home,Bosch,435.85,803.44,2026-03-02
P00271,Wilson Product 271,Sports,Wilson,74.67,147.34,2026-08-05
P00272,Reebok Product 272,Sports,Reebok,186.06,340.96,2025-04-08
P00273,Apple Product 273,Electronics,Apple,270.6,423.17,2023-05-09
P00274,Bosch Product 274,Home,Bosch,193.61,331.24,2024-12-20
P00275,Ikea Product 275,Home,Ikea,339.04,534.73,2022-10-26
P00276,HarperCollins Product 276,Books,HarperCollins,458.05,630.78,2025-10-31
P00277,Sony Product 277,Electronics,Sony,412.81,795.7,2025-09-24
P00278,Bosch Product 278,Home,Bosch,207.11,271.69,2024-06-24
P00279,Apple Product 279,Electronics,Apple,497.98,643.84,2022-04-18
P00280,Puma Product 280,Fashion,Puma,72.15,112.76,2023-12-16
P00281,HarperCollins Product 281,Books,HarperCollins,295.73,526.78,2022-05-16
P00282,Reebok Product 282,Sports,Reebok,54.02,85.97,2024-05-25
P00283,Under Armour Product 283,Sports,Under Armour,21.19,31.71,2024-02-18
P00284,Under Armour Product 284,Sports,Under Armour,475.52,896.05,2023-01-28
P00285,Sony Product 285,Electronics,Sony,186.83,358.97,2024-04-01
P00286,Ikea Product 286,Home,Ikea,202.08,273.18,2022-01-02
P00287,Apple Product 287,Electronics,Apple,50.38,69.0,2026-02-25
P00288,Penguin Product 288,Books,Penguin,30.04,44.06,2022-12-31
P00289,Puma Product 289,Fashion,Puma,106.58,198.65,2022-06-14
P00290,Penguin Product 290,Books,Penguin,295.26,546.36,2022-02-05
P00291,Adidas Product 291,Fashion,Adidas,388.31,710.96,2023-01-06
P00292,Penguin Product 292,Books,Penguin,142.25,282.68,2022-09-06
P00293,Puma Product 293,Fashion,Puma,129.07,172.9,2026-02-11
P00294,Samsung Product 294,Electronics,Samsung,12.36,22.64,2023-11-03
P00295,Puma Product 295,Fashion,Puma,165.27,221.36,2022-06-11
P00296,Samsung Product 296,Electronics,Samsung,372.15,603.21,2022-01-05
P00297,Apple Product 297,Electronics,Apple,226.9,338.0,2025-08-22
P00298,Penguin Product 298,Books,Penguin,228.74,315.03,2022-01-09
P00299,Penguin Product 299,Books,Penguin,364.99,703.34,2023-01-05
P00300,HarperCollins Product 300,Books,HarperCollins,231.73,456.79,2026-02-02
P00301,Apple Product 301,Electronics,Apple,424.41,654.02,2021-10-22
P00302,Apple Product 302,Electronics,Apple,357.64,556.08,2023-03-22
P00303,Apple Product 303,Electronics,Apple,306.11,383.42,2023-10-16
P00304,Bosch Product 304,Home,Bosch,318.37,521.71,2025-08-07
P00305,Philips Product 305,Home,Philips,497.34,807.9,2022-05-25
P00306,Reebok Product 306,Sports,Reebok,304.69,389.8,2024-08-04
P00307,Sony Product 307,Electronics,Sony,327.2,593.92,2024-11-03
P00308,Adidas Product 308,Fashion,Adidas,228.52,316.0,2022-04-05
P00309,Philips Product 309,Home,Philips,202.37,360.97,2023-03-05
P00310,Philips Product 310,Home,Philips,159.7,224.2,2024-06-30
P00311,Puma Product 311,Fashion,Puma,461.88,579.06,2024-11-16
P00312,Samsung Product 312,Electronics,Samsung,218.78,392.86,2024-02-11
P00313,Ikea Product 313,Home,Ikea,280.4,468.04,2025-10-07
P00314,HarperCollins Product 314,Books,HarperCollins,336.66,514.63,2025-08-11
P00315,Reebok Product 315,Sports,Reebok,30.47,43.58,2025-04-20
P00316,Philips Product 316,Home,Philips,56.28,90.38,2026-06-26
P00317,Puma Product 317,Fashion,Puma,243.68,457.59,2021-10-11
P00318,Bosch Product 318,Home,Bosch,186.94,338.38,2026-08-13
P00319,Penguin Product 319,Books,Penguin,404.57,759.02,2026-04-13
P00320,Penguin Product 320,Books,Penguin,306.45,529.01,2023-08-06
P00321,Ikea Product 321,Home,Ikea,94.31,166.19,2022-11-26
P00322,Philips Product 322,Home,Philips,178.76,240.45,2026-02-05
P00323,Puma Product 323,Fashion,Puma,330.39,414.86,2023-01-16
P00324,Samsung Product 324,Electronics,Samsung,374.33,513.62,2024-04-26
P00325,Under Armour Product 325,Sports,Under Armour,173.74,259.92,2023-06-10
P00326,Bosch Product 326,Home,Bosch,300.13,572.25,2022-09-12
P00327,Nike Product 327,Fashion,Nike,378.45,469.21,2023-03-19
P00328,Apple Product 328,Electronics,Apple,224.34,345.31,2026-03-21
P00329,HarperCollins Product 329,Books,HarperCollins,210.02,288.24,2025-12-05
P00330,Penguin Product 330,Books,Penguin,175.86,226.63,2023-02-07
P00331,HarperCollins Product 331,Books,HarperCollins,265.83,384.59,2022-08-11
P00332,Adidas Product 332,Fashion,Adidas,492.3,612.34,2024-04-12
P00333,Adidas Product 333,Fashion,Adidas,472.94,857.86,2022-10-04
P00334,Philips Product 334,Home,Philips,167.42,201.94,2021-12-08
P00335,Wilson Product 335,Sports,Wilson,68.95,112.12,2023-08-17
P00336,Puma Product 336,Fashion,Puma,281.57,488.37,2025-04-13
P00337,Ikea Product 337,Home,Ikea,201.55,361.51,2022-11-16
P00338,Wilson Product 338,Sports,Wilson,232.58,293.58,2026-07-23
P00339,Bosch Product 339,Home,Bosch,217.5,331.37,2026-04-24
P00340,Under Armour Product 340,Sports,Under Armour,62.01,75.45,2022-08-22
P00341,Ikea Product 341,Home,Ikea,401.65,680.6,2022-12-23
P00342,Ikea Product 342,Home,Ikea,221.17,284.13,2024-01-07
P00343,Reebok Product 343,Sports,Reebok,203.22,256.65,2022-03-16
P00344,Bosch Product 344,Home,Bosch,173.06,253.78,2021-09-05
P00345,Nike Product 345,Fashion,Nike,257.69,332.73,2024-03-03
P00346,Penguin Product 346,Books,Penguin,453.43,670.85,2022-10-20
P00347,Nike Product 347,Fashion,Nike,55.89,78.51,2025-04-14
P00348,Puma Product 348,Fashion,Puma,80.67,145.8,2024-06-30
P00349,Samsung Product 349,Electronics,Samsung,475.89,810.14,2024-06-12
P00350,Reebok Product 350,Sports,Reebok,381.14,594.24,2026-07-10
P00351,HarperCollins Product 351,Books,HarperCollins,432.8,736.53,2023-09-14
P00352,Adidas Product 352,Fashion,Adidas,38.8,60.29,2023-10-12
P00353,Philips Product 353,Home,Philips,297.75,441.13,2023-07-20
P00354,Apple Product 354,Electronics,Apple,233.56,287.3,2024-01-07
P00355,Philips Product 355,Home,Philips,42.98,81.29,2025-07-11
P00356,Sony Product 356,Electronics,Sony,299.07,450.87,2023-11-17
P00357,Penguin Product 357,Books,Penguin,227.62,420.61,2025-11-26
P00358,Adidas Product 358,Fashion,Adidas,304.48,487.5,2023-07-07
P00359,Apple Product 359,Electronics,Apple,56.23,107.92,2025-01-31
P00360,Bosch Product 360,Home,Bosch,46.74,80.25,2023-10-10
P00361,Samsung Product 361,Electronics,Samsung,355.27,707.98,2021-12-30
P00362,Penguin Product 362,Books,Penguin,185.13,358.11,2026-03-16
P00363,Under Armour Product 363,Sports,Under Armour,388.36,676.96,2023-08-09
P00364,Sony Product 364,Electronics,Sony,325.42,407.66,2023-02-25
P00365,Sony Product 365,Electronics,Sony,340.8,486.43,2024-02-02
P00366,Penguin Product 366,Books,Penguin,170.01,283.27,2023-04-18
P00367,Adidas Product 367,Fashion,Adidas,158.56,273.49,2021-12-11
P00368,Wilson Product 368,Sports,Wilson,299.55,584.24,2023-12-28
P00369,Bosch Product 369,Home,Bosch,191.46,351.01,2024-08-04
P00370,Puma Product 370,Fashion,Puma,352.9,690.87,2026-06-26
P00371,Penguin Product 371,Books,Penguin,324.78,499.75,2024-11-08
P00372,Ikea Product 372,Home,Ikea,184.49,247.99,2026-08-12
P00373,Adidas Product 373,Fashion,Adidas,474.1,753.35,2025-11-18
P00374,Nike Product 374,Fashion,Nike,81.7,117.37,2023-01-23
P00375,Sony Product 375,Electronics,Sony,386.58,722.17,2023-02-15
P00376,Penguin Product 376,Books,Penguin,332.65,632.41,2025-05-23
P00377,Penguin Product 377,Books,Penguin,300.64,397.87,2023-05-08
P00378,Puma Product 378,Fashion,Puma,386.69,714.31,2023-09-10
